"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02196V02652","State","UNIT","VALUE"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19812","1981Q2","-","State","Number","5.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19813","1981Q3","-","State","Number","8.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19814","1981Q4","-","State","Number","5.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19821","1982Q1","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19822","1982Q2","-","State","Number","5.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19823","1982Q3","-","State","Number","8.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19824","1982Q4","-","State","Number","4.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19831","1983Q1","-","State","Number","4.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19832","1983Q2","-","State","Number","5.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19833","1983Q3","-","State","Number","7.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19834","1983Q4","-","State","Number","4.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19841","1984Q1","-","State","Number","3.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19842","1984Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19843","1984Q3","-","State","Number","8.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19844","1984Q4","-","State","Number","4.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19851","1985Q1","-","State","Number","2.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19852","1985Q2","-","State","Number","4.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19853","1985Q3","-","State","Number","9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19854","1985Q4","-","State","Number","4.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19861","1986Q1","-","State","Number","2.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19862","1986Q2","-","State","Number","5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19863","1986Q3","-","State","Number","9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19864","1986Q4","-","State","Number","4.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19871","1987Q1","-","State","Number","2.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19872","1987Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19873","1987Q3","-","State","Number","9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19874","1987Q4","-","State","Number","4.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19881","1988Q1","-","State","Number","2.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19882","1988Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19883","1988Q3","-","State","Number","9.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19884","1988Q4","-","State","Number","4.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19891","1989Q1","-","State","Number","2.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19892","1989Q2","-","State","Number","5.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19893","1989Q3","-","State","Number","9.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19894","1989Q4","-","State","Number","3.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19901","1990Q1","-","State","Number","2.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19902","1990Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19903","1990Q3","-","State","Number","8.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19904","1990Q4","-","State","Number","4.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19911","1991Q1","-","State","Number","2.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19912","1991Q2","-","State","Number","4.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19913","1991Q3","-","State","Number","8.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19914","1991Q4","-","State","Number","4.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19921","1992Q1","-","State","Number","1.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19922","1992Q2","-","State","Number","3.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19923","1992Q3","-","State","Number","8.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19924","1992Q4","-","State","Number","4.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19931","1993Q1","-","State","Number","2.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19932","1993Q2","-","State","Number","4.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19933","1993Q3","-","State","Number","8.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19934","1993Q4","-","State","Number","3.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19941","1994Q1","-","State","Number","1.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19942","1994Q2","-","State","Number","4.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19943","1994Q3","-","State","Number","8.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19944","1994Q4","-","State","Number","3.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19951","1995Q1","-","State","Number","2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19952","1995Q2","-","State","Number","4.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19953","1995Q3","-","State","Number","7.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19954","1995Q4","-","State","Number","4.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19961","1996Q1","-","State","Number","2.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19962","1996Q2","-","State","Number","4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19963","1996Q3","-","State","Number","7.6"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19964","1996Q4","-","State","Number","4.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19971","1997Q1","-","State","Number","1.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19972","1997Q2","-","State","Number","3.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19973","1997Q3","-","State","Number","7.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19974","1997Q4","-","State","Number","3.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19981","1998Q1","-","State","Number","1.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19982","1998Q2","-","State","Number","4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19983","1998Q3","-","State","Number","8.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19984","1998Q4","-","State","Number","4.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19991","1999Q1","-","State","Number","2.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19992","1999Q2","-","State","Number","4.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19993","1999Q3","-","State","Number","7.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","19994","1999Q4","-","State","Number","4.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20001","2000Q1","-","State","Number","2.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20002","2000Q2","-","State","Number","4.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20003","2000Q3","-","State","Number","8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20004","2000Q4","-","State","Number","5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20011","2001Q1","-","State","Number","2.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20012","2001Q2","-","State","Number","4.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20013","2001Q3","-","State","Number","7.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20014","2001Q4","-","State","Number","5.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20021","2002Q1","-","State","Number","2.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20022","2002Q2","-","State","Number","5.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20023","2002Q3","-","State","Number","8.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20024","2002Q4","-","State","Number","4.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20031","2003Q1","-","State","Number","2.6"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20032","2003Q2","-","State","Number","4.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20033","2003Q3","-","State","Number","8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20034","2003Q4","-","State","Number","4.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20041","2004Q1","-","State","Number","2.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20042","2004Q2","-","State","Number","4.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20043","2004Q3","-","State","Number","8.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20044","2004Q4","-","State","Number","5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20051","2005Q1","-","State","Number","2.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20052","2005Q2","-","State","Number","5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20053","2005Q3","-","State","Number","8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20054","2005Q4","-","State","Number","4.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20061","2006Q1","-","State","Number","3.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20062","2006Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20063","2006Q3","-","State","Number","7.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20064","2006Q4","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20071","2007Q1","-","State","Number","3.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20072","2007Q2","-","State","Number","5.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20073","2007Q3","-","State","Number","8.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20074","2007Q4","-","State","Number","4.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20081","2008Q1","-","State","Number","3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20082","2008Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20083","2008Q3","-","State","Number","7.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20084","2008Q4","-","State","Number","4.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20091","2009Q1","-","State","Number","3.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20092","2009Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20093","2009Q3","-","State","Number","7.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20094","2009Q4","-","State","Number","4.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20101","2010Q1","-","State","Number","3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20102","2010Q2","-","State","Number","4.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20103","2010Q3","-","State","Number","6.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20104","2010Q4","-","State","Number","3.9"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20111","2011Q1","-","State","Number","2.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20112","2011Q2","-","State","Number","4.4"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20113","2011Q3","-","State","Number","6.6"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20114","2011Q4","-","State","Number","3.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20121","2012Q1","-","State","Number","2.5"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20122","2012Q2","-","State","Number","4.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20123","2012Q3","-","State","Number","6.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20124","2012Q4","-","State","Number","4.6"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20131","2013Q1","-","State","Number","3.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20132","2013Q2","-","State","Number","4.7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20133","2013Q3","-","State","Number","6.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20134","2013Q4","-","State","Number","4.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20141","2014Q1","-","State","Number","3.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20142","2014Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20143","2014Q3","-","State","Number","7"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20144","2014Q4","-","State","Number","4.3"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20151","2015Q1","-","State","Number","3.2"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20152","2015Q2","-","State","Number","4.8"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20153","2015Q3","-","State","Number","7.1"
"VSQ04C2","Marriage Rate Registered per 1000 Estimated Population","20154","2015Q4","-","State","Number","4.2"
